,realtime_start,realtime_end,date,value
239,2024-12-19,2024-12-19,2005-10-01,13324.204
240,2024-12-19,2024-12-19,2006-01-01,13599.16
241,2024-12-19,2024-12-19,2006-04-01,13753.424
242,2024-12-19,2024-12-19,2006-07-01,13870.188
243,2024-12-19,2024-12-19,2006-10-01,14039.56
244,2024-12-19,2024-12-19,2007-01-01,14215.651
245,2024-12-19,2024-12-19,2007-04-01,14402.082
246,2024-12-19,2024-12-19,2007-07-01,14564.117
247,2024-12-19,2024-12-19,2007-10-01,14715.058
248,2024-12-19,2024-12-19,2008-01-01,14706.538
249,2024-12-19,2024-12-19,2008-04-01,14865.701
250,2024-12-19,2024-12-19,2008-07-01,14898.999
251,2024-12-19,2024-12-19,2008-10-01,14608.209
252,2024-12-19,2024-12-19,2009-01-01,14430.902
253,2024-12-19,2024-12-19,2009-04-01,14381.236
254,2024-12-19,2024-12-19,2009-07-01,14448.882
255,2024-12-19,2024-12-19,2009-10-01,14651.249
256,2024-12-19,2024-12-19,2010-01-01,14764.61
257,2024-12-19,2024-12-19,2010-04-01,14980.193
258,2024-12-19,2024-12-19,2010-07-01,15141.607
259,2024-12-19,2024-12-19,2010-10-01,15309.474
260,2024-12-19,2024-12-19,2011-01-01,15351.448
261,2024-12-19,2024-12-19,2011-04-01,15557.539
262,2024-12-19,2024-12-19,2011-07-01,15647.68
263,2024-12-19,2024-12-19,2011-10-01,15842.259
264,2024-12-19,2024-12-19,2012-01-01,16068.805
265,2024-12-19,2024-12-19,2012-04-01,16207.115
266,2024-12-19,2024-12-19,2012-07-01,16319.541
267,2024-12-19,2024-12-19,2012-10-01,16420.419
268,2024-12-19,2024-12-19,2013-01-01,16648.189
269,2024-12-19,2024-12-19,2013-04-01,16728.687
270,2024-12-19,2024-12-19,2013-07-01,16953.838
271,2024-12-19,2024-12-19,2013-10-01,17192.019
272,2024-12-19,2024-12-19,2014-01-01,17197.738
273,2024-12-19,2024-12-19,2014-04-01,17518.508
274,2024-12-19,2024-12-19,2014-07-01,17804.228
275,2024-12-19,2024-12-19,2014-10-01,17912.079
276,2024-12-19,2024-12-19,2015-01-01,18063.529
277,2024-12-19,2024-12-19,2015-04-01,18279.784
278,2024-12-19,2024-12-19,2015-07-01,18401.626
279,2024-12-19,2024-12-19,2015-10-01,18435.137
280,2024-12-19,2024-12-19,2016-01-01,18525.933
281,2024-12-19,2024-12-19,2016-04-01,18711.702
282,2024-12-19,2024-12-19,2016-07-01,18892.639
283,2024-12-19,2024-12-19,2016-10-01,19089.379
284,2024-12-19,2024-12-19,2017-01-01,19280.084
285,2024-12-19,2024-12-19,2017-04-01,19438.643
286,2024-12-19,2024-12-19,2017-07-01,19692.595
287,2024-12-19,2024-12-19,2017-10-01,20037.088
288,2024-12-19,2024-12-19,2018-01-01,20328.553
289,2024-12-19,2024-12-19,2018-04-01,20580.912
290,2024-12-19,2024-12-19,2018-07-01,20798.73
291,2024-12-19,2024-12-19,2018-10-01,20917.867
292,2024-12-19,2024-12-19,2019-01-01,21111.6
293,2024-12-19,2024-12-19,2019-04-01,21397.938
294,2024-12-19,2024-12-19,2019-07-01,21717.171
295,2024-12-19,2024-12-19,2019-10-01,21933.217
296,2024-12-19,2024-12-19,2020-01-01,21727.657
297,2024-12-19,2024-12-19,2020-04-01,19935.444
298,2024-12-19,2024-12-19,2020-07-01,21684.551
299,2024-12-19,2024-12-19,2020-10-01,22068.767
300,2024-12-19,2024-12-19,2021-01-01,22656.793
301,2024-12-19,2024-12-19,2021-04-01,23368.861
302,2024-12-19,2024-12-19,2021-07-01,23921.991
303,2024-12-19,2024-12-19,2021-10-01,24777.038
304,2024-12-19,2024-12-19,2022-01-01,25215.491
305,2024-12-19,2024-12-19,2022-04-01,25805.791
306,2024-12-19,2024-12-19,2022-07-01,26272.011
307,2024-12-19,2024-12-19,2022-10-01,26734.277
308,2024-12-19,2024-12-19,2023-01-01,27164.359
309,2024-12-19,2024-12-19,2023-04-01,27453.815
310,2024-12-19,2024-12-19,2023-07-01,27967.697
311,2024-12-19,2024-12-19,2023-10-01,28296.967
312,2024-12-19,2024-12-19,2024-01-01,28624.069
313,2024-12-19,2024-12-19,2024-04-01,29016.714
314,2024-12-19,2024-12-19,2024-07-01,29374.914
